Données 2021;Personnes scolarisées;% de la population scolarisée;Moyenne des villes;code_insee;Ville;type
6 - 10 ans;1 178;26,4 %;29,2 %;33075;bruges;Scolarisés
11 - 14 ans;881;19,7 %;24,9 %;33075;bruges;Scolarisés
15 - 17 ans;668;15,0 %;18,4 %;33075;bruges;Scolarisés
18 - 24 ans;815;18,3 %;9,1 %;33075;bruges;Scolarisés
25 - 29 ans;80;1,8 %;0,7 %;33075;bruges;Scolarisés
30 ans et plus;127;2,8 %;2,2 %;33075;bruges;Scolarisés
Aucun diplôme;1 767;11,9 %;20,2 %;33075;bruges;Non scolarisés
Brevet des collèges;713;4,8 %;5,5 %;33075;bruges;Non scolarisés
CAP / BEP;3 027;20,4 %;29,3 %;33075;bruges;Non scolarisés
Baccalauréat / brevet professionnel;2 616;17,6 %;18,8 %;33075;bruges;Non scolarisés
De Bac +2 à Bac +4;4 382;29,5 %;19,8 %;33075;bruges;Non scolarisés
Bac +5 et plus;2 351;15,8 %;6,5 %;33075;bruges;Non scolarisés
2 - 5 ans;968;15,5 %;15,6 %;33119;cenon;Scolarisés
6 - 10 ans;1 432;23,0 %;29,2 %;33119;cenon;Scolarisés
11 - 14 ans;1 036;16,6 %;24,9 %;33119;cenon;Scolarisés
15 - 17 ans;917;14,7 %;18,4 %;33119;cenon;Scolarisés
18 - 24 ans;1 533;24,6 %;9,1 %;33119;cenon;Scolarisés
25 - 29 ans;174;2,8 %;0,7 %;33119;cenon;Scolarisés
30 ans et plus;172;2,8 %;2,2 %;33119;cenon;Scolarisés
Aucun diplôme;4 808;24,8 %;20,2 %;33119;cenon;Non scolarisés
Brevet des collèges;916;4,7 %;5,5 %;33119;cenon;Non scolarisés
CAP / BEP;3 998;20,6 %;29,3 %;33119;cenon;Non scolarisés
Baccalauréat / brevet professionnel;3 665;18,9 %;18,8 %;33119;cenon;Non scolarisés
De Bac +2 à Bac +4;4 032;20,8 %;19,8 %;33119;cenon;Non scolarisés
Bac +5 et plus;2 001;10,3 %;6,5 %;33119;cenon;Non scolarisés
2 - 5 ans;758;13,6 %;15,6 %;33162;eysines;Scolarisés
6 - 10 ans;1 515;27,1 %;29,2 %;33162;eysines;Scolarisés
11 - 14 ans;1 240;22,2 %;24,9 %;33162;eysines;Scolarisés
15 - 17 ans;910;16,3 %;18,4 %;33162;eysines;Scolarisés
18 - 24 ans;871;15,6 %;9,1 %;33162;eysines;Scolarisés
25 - 29 ans;101;1,8 %;0,7 %;33162;eysines;Scolarisés
30 ans et plus;197;3,5 %;2,2 %;33162;eysines;Scolarisés
Aucun diplôme;2 473;13,9 %;20,2 %;33162;eysines;Non scolarisés
Brevet des collèges;935;5,3 %;5,5 %;33162;eysines;Non scolarisés
CAP / BEP;3 990;22,4 %;29,3 %;33162;eysines;Non scolarisés
Baccalauréat / brevet professionnel;3 479;19,6 %;18,8 %;33162;eysines;Non scolarisés
De Bac +2 à Bac +4;4 822;27,1 %;19,8 %;33162;eysines;Non scolarisés
Bac +5 et plus;2 091;11,8 %;6,5 %;33162;eysines;Non scolarisés
2 - 5 ans;660;9,7 %;15,6 %;33192;gradignan;Scolarisés
6 - 10 ans;1 278;18,8 %;29,2 %;33192;gradignan;Scolarisés
11 - 14 ans;1 166;17,1 %;24,9 %;33192;gradignan;Scolarisés
15 - 17 ans;768;11,3 %;18,4 %;33192;gradignan;Scolarisés
18 - 24 ans;2 350;34,5 %;9,1 %;33192;gradignan;Scolarisés
25 - 29 ans;329;4,8 %;0,7 %;33192;gradignan;Scolarisés
30 ans et plus;252;3,7 %;2,2 %;33192;gradignan;Scolarisés
Aucun diplôme;2 304;12,6 %;20,2 %;33192;gradignan;Non scolarisés
Brevet des collèges;1 168;6,4 %;5,5 %;33192;gradignan;Non scolarisés
CAP / BEP;3 373;18,5 %;29,3 %;33192;gradignan;Non scolarisés
Baccalauréat / brevet professionnel;2 855;15,7 %;18,8 %;33192;gradignan;Non scolarisés
De Bac +2 à Bac +4;5 037;27,6 %;19,8 %;33192;gradignan;Non scolarisés
Bac +5 et plus;3 504;19,2 %;6,5 %;33192;gradignan;Non scolarisés
2 - 5 ans;438;11,0 %;15,6 %;33199;gujan-mestras;Scolarisés
6 - 10 ans;1 116;28,0 %;29,2 %;33199;gujan-mestras;Scolarisés
11 - 14 ans;980;24,6 %;24,9 %;33199;gujan-mestras;Scolarisés
15 - 17 ans;822;20,6 %;18,4 %;33199;gujan-mestras;Scolarisés
18 - 24 ans;515;12,9 %;9,1 %;33199;gujan-mestras;Scolarisés
25 - 29 ans;21;0,5 %;0,7 %;33199;gujan-mestras;Scolarisés
30 ans et plus;96;2,4 %;2,2 %;33199;gujan-mestras;Scolarisés
Aucun diplôme;2 520;14,1 %;20,2 %;33199;gujan-mestras;Non scolarisés
Brevet des collèges;1 126;6,3 %;5,5 %;33199;gujan-mestras;Non scolarisés
CAP / BEP;4 850;27,1 %;29,3 %;33199;gujan-mestras;Non scolarisés
Baccalauréat / brevet professionnel;3 264;18,3 %;18,8 %;33199;gujan-mestras;Non scolarisés
De Bac +2 à Bac +4;4 252;23,8 %;19,8 %;33199;gujan-mestras;Non scolarisés
Bac +5 et plus;1 865;10,4 %;6,5 %;33199;gujan-mestras;Non scolarisés
2 - 5 ans;683;13,4 %;15,6 %;33243;libourne;Scolarisés
6 - 10 ans;1 502;29,5 %;29,2 %;33243;libourne;Scolarisés
11 - 14 ans;1 134;22,3 %;24,9 %;33243;libourne;Scolarisés
15 - 17 ans;850;16,7 %;18,4 %;33243;libourne;Scolarisés
18 - 24 ans;692;13,6 %;9,1 %;33243;libourne;Scolarisés
25 - 29 ans;78;1,5 %;0,7 %;33243;libourne;Scolarisés
30 ans et plus;147;2,9 %;2,2 %;33243;libourne;Scolarisés
Aucun diplôme;4 692;25,2 %;20,2 %;33243;libourne;Non scolarisés
Brevet des collèges;1 057;5,7 %;5,5 %;33243;libourne;Non scolarisés
CAP / BEP;4 386;23,6 %;29,3 %;33243;libourne;Non scolarisés
Baccalauréat / brevet professionnel;2 909;15,6 %;18,8 %;33243;libourne;Non scolarisés
De Bac +2 à Bac +4;3 924;21,1 %;19,8 %;33243;libourne;Non scolarisés
Bac +5 et plus;1 645;8,8 %;6,5 %;33243;libourne;Non scolarisés
2 - 5 ans;963;17,4 %;15,6 %;33249;lormont;Scolarisés
6 - 10 ans;1 614;29,2 %;29,2 %;33249;lormont;Scolarisés
11 - 14 ans;1 015;18,4 %;24,9 %;33249;lormont;Scolarisés
15 - 17 ans;732;13,3 %;18,4 %;33249;lormont;Scolarisés
18 - 24 ans;921;16,7 %;9,1 %;33249;lormont;Scolarisés
25 - 29 ans;107;1,9 %;0,7 %;33249;lormont;Scolarisés
30 ans et plus;170;3,1 %;2,2 %;33249;lormont;Scolarisés
Aucun diplôme;5 160;30,8 %;20,2 %;33249;lormont;Non scolarisés
Brevet des collèges;953;5,7 %;5,5 %;33249;lormont;Non scolarisés
CAP / BEP;3 960;23,7 %;29,3 %;33249;lormont;Non scolarisés
Baccalauréat / brevet professionnel;2 980;17,8 %;18,8 %;33249;lormont;Non scolarisés
De Bac +2 à Bac +4;2 730;16,3 %;19,8 %;33249;lormont;Non scolarisés
Bac +5 et plus;955;5,7 %;6,5 %;33249;lormont;Non scolarisés
2 - 5 ans;2 246;13,2 %;15,6 %;33281;merignac;Scolarisés
6 - 10 ans;3 838;22,5 %;29,2 %;33281;merignac;Scolarisés
11 - 14 ans;3 047;17,9 %;24,9 %;33281;merignac;Scolarisés
15 - 17 ans;2 057;12,1 %;18,4 %;33281;merignac;Scolarisés
18 - 24 ans;4 452;26,1 %;9,1 %;33281;merignac;Scolarisés
25 - 29 ans;700;4,1 %;0,7 %;33281;merignac;Scolarisés
30 ans et plus;695;4,1 %;2,2 %;33281;merignac;Scolarisés
Aucun diplôme;7 424;13,3 %;20,2 %;33281;merignac;Non scolarisés
Brevet des collèges;2 574;4,6 %;5,5 %;33281;merignac;Non scolarisés
CAP / BEP;11 247;20,2 %;29,3 %;33281;merignac;Non scolarisés
Baccalauréat / brevet professionnel;9 963;17,9 %;18,8 %;33281;merignac;Non scolarisés
De Bac +2 à Bac +4;15 016;26,9 %;19,8 %;33281;merignac;Non scolarisés
Bac +5 et plus;9 577;17,2 %;6,5 %;33281;merignac;Non scolarisés
2 - 5 ans;1 958;9,1 %;15,6 %;33318;pessac;Scolarisés
6 - 10 ans;3 780;17,6 %;29,2 %;33318;pessac;Scolarisés
11 - 14 ans;3 094;14,4 %;24,9 %;33318;pessac;Scolarisés
15 - 17 ans;2 241;10,4 %;18,4 %;33318;pessac;Scolarisés
18 - 24 ans;8 745;40,7 %;9,1 %;33318;pessac;Scolarisés
25 - 29 ans;1 044;4,9 %;0,7 %;33318;pessac;Scolarisés
30 ans et plus;608;2,8 %;2,2 %;33318;pessac;Scolarisés
Aucun diplôme;5 725;13,2 %;20,2 %;33318;pessac;Non scolarisés
Brevet des collèges;2 261;5,2 %;5,5 %;33318;pessac;Non scolarisés
CAP / BEP;8 132;18,8 %;29,3 %;33318;pessac;Non scolarisés
Baccalauréat / brevet professionnel;6 828;15,8 %;18,8 %;33318;pessac;Non scolarisés
De Bac +2 à Bac +4;11 687;27,0 %;19,8 %;33318;pessac;Non scolarisés
Bac +5 et plus;8 625;19,9 %;6,5 %;33318;pessac;Non scolarisés
2 - 5 ans;1 055;13,9 %;15,6 %;33449;saint-medard-en-jalles;Scolarisés
6 - 10 ans;2 060;27,1 %;29,2 %;33449;saint-medard-en-jalles;Scolarisés
11 - 14 ans;1 784;23,5 %;24,9 %;33449;saint-medard-en-jalles;Scolarisés
15 - 17 ans;1 305;17,2 %;18,4 %;33449;saint-medard-en-jalles;Scolarisés
18 - 24 ans;1 156;15,2 %;9,1 %;33449;saint-medard-en-jalles;Scolarisés
25 - 29 ans;70;0,9 %;0,7 %;33449;saint-medard-en-jalles;Scolarisés
30 ans et plus;163;2,1 %;2,2 %;33449;saint-medard-en-jalles;Scolarisés
Aucun diplôme;2 393;10,0 %;20,2 %;33449;saint-medard-en-jalles;Non scolarisés
Brevet des collèges;1 311;5,5 %;5,5 %;33449;saint-medard-en-jalles;Non scolarisés
CAP / BEP;5 826;24,5 %;29,3 %;33449;saint-medard-en-jalles;Non scolarisés
Baccalauréat / brevet professionnel;4 491;18,8 %;18,8 %;33449;saint-medard-en-jalles;Non scolarisés
De Bac +2 à Bac +4;6 623;27,8 %;19,8 %;33449;saint-medard-en-jalles;Non scolarisés
Bac +5 et plus;3 183;13,4 %;6,5 %;33449;saint-medard-en-jalles;Non scolarisés
2 - 5 ans;1 055;6,4 %;15,6 %;33522;talence;Scolarisés
6 - 10 ans;1 855;11,3 %;29,2 %;33522;talence;Scolarisés
11 - 14 ans;1 660;10,1 %;24,9 %;33522;talence;Scolarisés
15 - 17 ans;1 277;7,8 %;18,4 %;33522;talence;Scolarisés
18 - 24 ans;8 975;54,8 %;9,1 %;33522;talence;Scolarisés
25 - 29 ans;1 008;6,1 %;0,7 %;33522;talence;Scolarisés
30 ans et plus;562;3,4 %;2,2 %;33522;talence;Scolarisés
Aucun diplôme;3 017;11,0 %;20,2 %;33522;talence;Non scolarisés
Brevet des collèges;1 116;4,1 %;5,5 %;33522;talence;Non scolarisés
CAP / BEP;4 083;14,8 %;29,3 %;33522;talence;Non scolarisés
Baccalauréat / brevet professionnel;4 386;15,9 %;18,8 %;33522;talence;Non scolarisés
De Bac +2 à Bac +4;7 757;28,2 %;19,8 %;33522;talence;Non scolarisés
Bac +5 et plus;7 161;26,0 %;6,5 %;33522;talence;Non scolarisés
2 - 5 ans;550;13,3 %;15,6 %;33529;la-teste-de-buch;Scolarisés
6 - 10 ans;1 060;25,7 %;29,2 %;33529;la-teste-de-buch;Scolarisés
11 - 14 ans;988;23,9 %;24,9 %;33529;la-teste-de-buch;Scolarisés
15 - 17 ans;845;20,5 %;18,4 %;33529;la-teste-de-buch;Scolarisés
18 - 24 ans;499;12,1 %;9,1 %;33529;la-teste-de-buch;Scolarisés
25 - 29 ans;62;1,5 %;0,7 %;33529;la-teste-de-buch;Scolarisés
30 ans et plus;128;3,1 %;2,2 %;33529;la-teste-de-buch;Scolarisés
Aucun diplôme;3 121;14,2 %;20,2 %;33529;la-teste-de-buch;Non scolarisés
Brevet des collèges;1 597;7,3 %;5,5 %;33529;la-teste-de-buch;Non scolarisés
CAP / BEP;5 843;26,7 %;29,3 %;33529;la-teste-de-buch;Non scolarisés
Baccalauréat / brevet professionnel;4 475;20,4 %;18,8 %;33529;la-teste-de-buch;Non scolarisés
De Bac +2 à Bac +4;4 756;21,7 %;19,8 %;33529;la-teste-de-buch;Non scolarisés
Bac +5 et plus;2 112;9,6 %;6,5 %;33529;la-teste-de-buch;Non scolarisés
2 - 5 ans;1 192;13,4 %;15,6 %;33550;villenave-d-ornon;Scolarisés
6 - 10 ans;2 192;24,7 %;29,2 %;33550;villenave-d-ornon;Scolarisés
11 - 14 ans;1 606;18,1 %;24,9 %;33550;villenave-d-ornon;Scolarisés
15 - 17 ans;1 277;14,4 %;18,4 %;33550;villenave-d-ornon;Scolarisés
18 - 24 ans;1 956;22,0 %;9,1 %;33550;villenave-d-ornon;Scolarisés
25 - 29 ans;313;3,5 %;0,7 %;33550;villenave-d-ornon;Scolarisés
30 ans et plus;352;4,0 %;2,2 %;33550;villenave-d-ornon;Scolarisés
Aucun diplôme;4 559;15,2 %;20,2 %;33550;villenave-d-ornon;Non scolarisés
Brevet des collèges;1 508;5,0 %;5,5 %;33550;villenave-d-ornon;Non scolarisés
CAP / BEP;6 821;22,8 %;29,3 %;33550;villenave-d-ornon;Non scolarisés
Baccalauréat / brevet professionnel;5 706;19,0 %;18,8 %;33550;villenave-d-ornon;Non scolarisés
De Bac +2 à Bac +4;7 633;25,5 %;19,8 %;33550;villenave-d-ornon;Non scolarisés
Bac +5 et plus;3 727;12,4 %;6,5 %;33550;villenave-d-ornon;Non scolarisés
2 - 5 ans;639;14,5 %;15,6 %;34003;agde;Scolarisés
6 - 10 ans;1 127;25,6 %;29,2 %;34003;agde;Scolarisés
11 - 14 ans;1 079;24,5 %;24,9 %;34003;agde;Scolarisés
15 - 17 ans;828;18,8 %;18,4 %;34003;agde;Scolarisés
18 - 24 ans;492;11,2 %;9,1 %;34003;agde;Scolarisés
25 - 29 ans;54;1,2 %;0,7 %;34003;agde;Scolarisés
30 ans et plus;182;4,1 %;2,2 %;34003;agde;Scolarisés
Aucun diplôme;5 807;24,2 %;20,2 %;34003;agde;Non scolarisés
Brevet des collèges;1 833;7,6 %;5,5 %;34003;agde;Non scolarisés
CAP / BEP;6 347;26,5 %;29,3 %;34003;agde;Non scolarisés
Baccalauréat / brevet professionnel;4 761;19,8 %;18,8 %;34003;agde;Non scolarisés
De Bac +2 à Bac +4;3 999;16,7 %;19,8 %;34003;agde;Non scolarisés
Bac +5 et plus;1 249;5,2 %;6,5 %;34003;agde;Non scolarisés
2 - 5 ans;2 762;15,9 %;15,6 %;34032;beziers;Scolarisés
6 - 10 ans;4 807;27,7 %;29,2 %;34032;beziers;Scolarisés
11 - 14 ans;3 838;22,1 %;24,9 %;34032;beziers;Scolarisés
15 - 17 ans;2 740;15,8 %;18,4 %;34032;beziers;Scolarisés
18 - 24 ans;2 507;14,5 %;9,1 %;34032;beziers;Scolarisés
25 - 29 ans;228;1,3 %;0,7 %;34032;beziers;Scolarisés
30 ans et plus;467;2,7 %;2,2 %;34032;beziers;Scolarisés
Aucun diplôme;16 637;27,9 %;20,2 %;34032;beziers;Non scolarisés
Brevet des collèges;4 218;7,1 %;5,5 %;34032;beziers;Non scolarisés
CAP / BEP;13 677;22,9 %;29,3 %;34032;beziers;Non scolarisés
Baccalauréat / brevet professionnel;11 152;18,7 %;18,8 %;34032;beziers;Non scolarisés
De Bac +2 à Bac +4;9 733;16,3 %;19,8 %;34032;beziers;Non scolarisés
Bac +5 et plus;4 282;7,2 %;6,5 %;34032;beziers;Non scolarisés
2 - 5 ans;698;12,1 %;15,6 %;34057;castelnau-le-lez;Scolarisés
6 - 10 ans;1 072;18,6 %;29,2 %;34057;castelnau-le-lez;Scolarisés
11 - 14 ans;962;16,7 %;24,9 %;34057;castelnau-le-lez;Scolarisés
15 - 17 ans;760;13,2 %;18,4 %;34057;castelnau-le-lez;Scolarisés
18 - 24 ans;1 696;29,4 %;9,1 %;34057;castelnau-le-lez;Scolarisés
25 - 29 ans;253;4,4 %;0,7 %;34057;castelnau-le-lez;Scolarisés
30 ans et plus;330;5,7 %;2,2 %;34057;castelnau-le-lez;Scolarisés
Aucun diplôme;2 169;11,9 %;20,2 %;34057;castelnau-le-lez;Non scolarisés
Brevet des collèges;915;5,0 %;5,5 %;34057;castelnau-le-lez;Non scolarisés
CAP / BEP;2 373;13,0 %;29,3 %;34057;castelnau-le-lez;Non scolarisés
Baccalauréat / brevet professionnel;2 952;16,2 %;18,8 %;34057;castelnau-le-lez;Non scolarisés
De Bac +2 à Bac +4;5 306;29,2 %;19,8 %;34057;castelnau-le-lez;Non scolarisés
Bac +5 et plus;4 473;24,6 %;6,5 %;34057;castelnau-le-lez;Non scolarisés
2 - 5 ans;683;14,1 %;15,6 %;34108;frontignan;Scolarisés
6 - 10 ans;1 383;28,5 %;29,2 %;34108;frontignan;Scolarisés
11 - 14 ans;1 175;24,2 %;24,9 %;34108;frontignan;Scolarisés
15 - 17 ans;840;17,3 %;18,4 %;34108;frontignan;Scolarisés
18 - 24 ans;622;12,8 %;9,1 %;34108;frontignan;Scolarisés
25 - 29 ans;34;0,7 %;0,7 %;34108;frontignan;Scolarisés
30 ans et plus;115;2,4 %;2,2 %;34108;frontignan;Scolarisés
Aucun diplôme;3 894;21,3 %;20,2 %;34108;frontignan;Non scolarisés
Brevet des collèges;1 207;6,6 %;5,5 %;34108;frontignan;Non scolarisés
CAP / BEP;5 003;27,4 %;29,3 %;34108;frontignan;Non scolarisés
Baccalauréat / brevet professionnel;3 597;19,7 %;18,8 %;34108;frontignan;Non scolarisés
De Bac +2 à Bac +4;3 522;19,3 %;19,8 %;34108;frontignan;Non scolarisés
Bac +5 et plus;1 063;5,8 %;6,5 %;34108;frontignan;Non scolarisés
2 - 5 ans;882;15,7 %;15,6 %;34145;lunel;Scolarisés
6 - 10 ans;1 452;25,8 %;29,2 %;34145;lunel;Scolarisés
11 - 14 ans;1 226;21,8 %;24,9 %;34145;lunel;Scolarisés
15 - 17 ans;916;16,3 %;18,4 %;34145;lunel;Scolarisés
18 - 24 ans;878;15,6 %;9,1 %;34145;lunel;Scolarisés
25 - 29 ans;82;1,5 %;0,7 %;34145;lunel;Scolarisés
30 ans et plus;197;3,5 %;2,2 %;34145;lunel;Scolarisés
Aucun diplôme;5 641;28,9 %;20,2 %;34145;lunel;Non scolarisés
Brevet des collèges;1 228;6,3 %;5,5 %;34145;lunel;Non scolarisés
CAP / BEP;4 520;23,1 %;29,3 %;34145;lunel;Non scolarisés
Baccalauréat / brevet professionnel;3 278;16,8 %;18,8 %;34145;lunel;Non scolarisés
De Bac +2 à Bac +4;3 458;17,7 %;19,8 %;34145;lunel;Non scolarisés
Bac +5 et plus;1 425;7,3 %;6,5 %;34145;lunel;Non scolarisés
2 - 5 ans;9 369;9,4 %;15,6 %;34172;montpellier;Scolarisés
6 - 10 ans;14 840;15,0 %;29,2 %;34172;montpellier;Scolarisés
11 - 14 ans;11 462;11,6 %;24,9 %;34172;montpellier;Scolarisés
15 - 17 ans;8 165;8,2 %;18,4 %;34172;montpellier;Scolarisés
18 - 24 ans;44 421;44,8 %;9,1 %;34172;montpellier;Scolarisés
25 - 29 ans;6 870;6,9 %;0,7 %;34172;montpellier;Scolarisés
30 ans et plus;4 098;4,1 %;2,2 %;34172;montpellier;Scolarisés
Aucun diplôme;31 477;16,4 %;20,2 %;34172;montpellier;Non scolarisés
Brevet des collèges;10 253;5,3 %;5,5 %;34172;montpellier;Non scolarisés
CAP / BEP;26 251;13,7 %;29,3 %;34172;montpellier;Non scolarisés
Baccalauréat / brevet professionnel;33 210;17,3 %;18,8 %;34172;montpellier;Non scolarisés
De Bac +2 à Bac +4;49 111;25,6 %;19,8 %;34172;montpellier;Non scolarisés
Bac +5 et plus;41 909;21,8 %;6,5 %;34172;montpellier;Non scolarisés
2 - 5 ans;1 029;13,0 %;15,6 %;34301;sete;Scolarisés
6 - 10 ans;1 990;25,1 %;29,2 %;34301;sete;Scolarisés
11 - 14 ans;1 748;22,0 %;24,9 %;34301;sete;Scolarisés
15 - 17 ans;1 266;15,9 %;18,4 %;34301;sete;Scolarisés
18 - 24 ans;1 449;18,2 %;9,1 %;34301;sete;Scolarisés
25 - 29 ans;143;1,8 %;0,7 %;34301;sete;Scolarisés
30 ans et plus;315;4,0 %;2,2 %;34301;sete;Scolarisés
Aucun diplôme;7 786;21,9 %;20,2 %;34301;sete;Non scolarisés
Brevet des collèges;2 719;7,6 %;5,5 %;34301;sete;Non scolarisés
CAP / BEP;8 349;23,4 %;29,3 %;34301;sete;Non scolarisés
Baccalauréat / brevet professionnel;6 867;19,3 %;18,8 %;34301;sete;Non scolarisés
De Bac +2 à Bac +4;6 511;18,3 %;19,8 %;34301;sete;Non scolarisés
Bac +5 et plus;3 379;9,5 %;6,5 %;34301;sete;Non scolarisés
2 - 5 ans;600;15,5 %;15,6 %;35115;fougeres;Scolarisés
6 - 10 ans;888;22,9 %;29,2 %;35115;fougeres;Scolarisés
11 - 14 ans;877;22,7 %;24,9 %;35115;fougeres;Scolarisés
15 - 17 ans;704;18,2 %;18,4 %;35115;fougeres;Scolarisés
18 - 24 ans;599;15,5 %;9,1 %;35115;fougeres;Scolarisés
25 - 29 ans;60;1,6 %;0,7 %;35115;fougeres;Scolarisés
30 ans et plus;142;3,7 %;2,2 %;35115;fougeres;Scolarisés
Aucun diplôme;4 644;28,7 %;20,2 %;35115;fougeres;Non scolarisés
Brevet des collèges;991;6,1 %;5,5 %;35115;fougeres;Non scolarisés
CAP / BEP;4 145;25,6 %;29,3 %;35115;fougeres;Non scolarisés
Baccalauréat / brevet professionnel;2 498;15,4 %;18,8 %;35115;fougeres;Non scolarisés
De Bac +2 à Bac +4;2 938;18,1 %;19,8 %;35115;fougeres;Non scolarisés
Bac +5 et plus;979;6,0 %;6,5 %;35115;fougeres;Non scolarisés
2 - 5 ans;6 392;8,5 %;15,6 %;35238;rennes;Scolarisés
6 - 10 ans;10 166;13,5 %;29,2 %;35238;rennes;Scolarisés
11 - 14 ans;8 051;10,7 %;24,9 %;35238;rennes;Scolarisés
15 - 17 ans;6 123;8,2 %;18,4 %;35238;rennes;Scolarisés
18 - 24 ans;36 901;49,1 %;9,1 %;35238;rennes;Scolarisés
25 - 29 ans;4 845;6,4 %;0,7 %;35238;rennes;Scolarisés
30 ans et plus;2 649;3,5 %;2,2 %;35238;rennes;Scolarisés
Aucun diplôme;19 727;13,8 %;20,2 %;35238;rennes;Non scolarisés
Brevet des collèges;7 427;5,2 %;5,5 %;35238;rennes;Non scolarisés
CAP / BEP;20 600;14,4 %;29,3 %;35238;rennes;Non scolarisés
Baccalauréat / brevet professionnel;22 742;15,9 %;18,8 %;35238;rennes;Non scolarisés
De Bac +2 à Bac +4;37 826;26,5 %;19,8 %;35238;rennes;Non scolarisés
Bac +5 et plus;34 465;24,1 %;6,5 %;35238;rennes;Non scolarisés
2 - 5 ans;1 105;14,1 %;15,6 %;35288;saint-malo;Scolarisés
6 - 10 ans;1 763;22,4 %;29,2 %;35288;saint-malo;Scolarisés
11 - 14 ans;1 648;21,0 %;24,9 %;35288;saint-malo;Scolarisés
15 - 17 ans;1 321;16,8 %;18,4 %;35288;saint-malo;Scolarisés
18 - 24 ans;1 554;19,8 %;9,1 %;35288;saint-malo;Scolarisés
25 - 29 ans;190;2,4 %;0,7 %;35288;saint-malo;Scolarisés
30 ans et plus;282;3,6 %;2,2 %;35288;saint-malo;Scolarisés
Aucun diplôme;7 141;18,6 %;20,2 %;35288;saint-malo;Non scolarisés
Brevet des collèges;2 646;6,9 %;5,5 %;35288;saint-malo;Non scolarisés
CAP / BEP;8 845;23,0 %;29,3 %;35288;saint-malo;Non scolarisés
Baccalauréat / brevet professionnel;6 791;17,7 %;18,8 %;35288;saint-malo;Non scolarisés
De Bac +2 à Bac +4;8 462;22,0 %;19,8 %;35288;saint-malo;Non scolarisés
Bac +5 et plus;4 503;11,7 %;6,5 %;35288;saint-malo;Non scolarisés
2 - 5 ans;1 271;14,3 %;15,6 %;36044;chateauroux;Scolarisés
6 - 10 ans;2 216;24,9 %;29,2 %;36044;chateauroux;Scolarisés
11 - 14 ans;2 052;23,0 %;24,9 %;36044;chateauroux;Scolarisés
15 - 17 ans;1 527;17,1 %;18,4 %;36044;chateauroux;Scolarisés
18 - 24 ans;1 449;16,3 %;9,1 %;36044;chateauroux;Scolarisés
25 - 29 ans;134;1,5 %;0,7 %;36044;chateauroux;Scolarisés
30 ans et plus;256;2,9 %;2,2 %;36044;chateauroux;Scolarisés
Aucun diplôme;7 647;23,5 %;20,2 %;36044;chateauroux;Non scolarisés
Brevet des collèges;1 822;5,6 %;5,5 %;36044;chateauroux;Non scolarisés
CAP / BEP;8 997;27,6 %;29,3 %;36044;chateauroux;Non scolarisés
Baccalauréat / brevet professionnel;5 515;16,9 %;18,8 %;36044;chateauroux;Non scolarisés
De Bac +2 à Bac +4;6 075;18,7 %;19,8 %;36044;chateauroux;Non scolarisés
Bac +5 et plus;2 496;7,7 %;6,5 %;36044;chateauroux;Non scolarisés
2 - 5 ans;1 211;13,5 %;15,6 %;37122;joue-les-tours;Scolarisés
6 - 10 ans;2 227;24,7 %;29,2 %;37122;joue-les-tours;Scolarisés
11 - 14 ans;1 739;19,3 %;24,9 %;37122;joue-les-tours;Scolarisés
15 - 17 ans;1 383;15,4 %;18,4 %;37122;joue-les-tours;Scolarisés
18 - 24 ans;1 985;22,1 %;9,1 %;37122;joue-les-tours;Scolarisés
25 - 29 ans;160;1,8 %;0,7 %;37122;joue-les-tours;Scolarisés
30 ans et plus;297;3,3 %;2,2 %;37122;joue-les-tours;Scolarisés
Aucun diplôme;6 113;22,1 %;20,2 %;37122;joue-les-tours;Non scolarisés
Brevet des collèges;1 540;5,6 %;5,5 %;37122;joue-les-tours;Non scolarisés
CAP / BEP;6 628;23,9 %;29,3 %;37122;joue-les-tours;Non scolarisés
Baccalauréat / brevet professionnel;5 080;18,3 %;18,8 %;37122;joue-les-tours;Non scolarisés
De Bac +2 à Bac +4;5 993;21,6 %;19,8 %;37122;joue-les-tours;Non scolarisés
Bac +5 et plus;2 334;8,4 %;6,5 %;37122;joue-les-tours;Non scolarisés
2 - 5 ans;3 733;9,3 %;15,6 %;37261;tours;Scolarisés
6 - 10 ans;6 128;15,3 %;29,2 %;37261;tours;Scolarisés
11 - 14 ans;4 789;11,9 %;24,9 %;37261;tours;Scolarisés
15 - 17 ans;3 853;9,6 %;18,4 %;37261;tours;Scolarisés
18 - 24 ans;17 822;44,4 %;9,1 %;37261;tours;Scolarisés
25 - 29 ans;2 263;5,6 %;0,7 %;37261;tours;Scolarisés
30 ans et plus;1 522;3,8 %;2,2 %;37261;tours;Scolarisés
Aucun diplôme;16 185;17,4 %;20,2 %;37261;tours;Non scolarisés
Brevet des collèges;4 783;5,1 %;5,5 %;37261;tours;Non scolarisés
CAP / BEP;17 688;19,0 %;29,3 %;37261;tours;Non scolarisés
Baccalauréat / brevet professionnel;15 904;17,1 %;18,8 %;37261;tours;Non scolarisés
De Bac +2 à Bac +4;22 702;24,4 %;19,8 %;37261;tours;Non scolarisés
Bac +5 et plus;15 679;16,9 %;6,5 %;37261;tours;Non scolarisés
2 - 5 ans;1 144;16,2 %;15,6 %;38053;bourgoin-jallieu;Scolarisés
