"","0","1","2","3","code_insee","Ville"
"1128","Après 2005","1 474","7","14,3 %","60159","compiegne"
"1129","Avant 1919","397","3","11,8 %","60175","creil"
"1130","De 1919 à 1945","989","7","8,6 %","60175","creil"
"1131","De 1946 à 1970","4 926","38","20,8 %","60175","creil"
"1132","De 1971 à 1990","4 052","31","28,6 %","60175","creil"
"1133","De 1991 à 2005","1 535","11","15,9 %","60175","creil"
"1134","Après 2005","1 072","8","14,3 %","60175","creil"
"1135","Avant 1919","506","6","11,8 %","60463","nogent-sur-oise"
"1136","De 1919 à 1945","446","5","8,6 %","60463","nogent-sur-oise"
"1137","De 1946 à 1970","1 928","24","20,8 %","60463","nogent-sur-oise"
"1138","De 1971 à 1990","3 080","39","28,6 %","60463","nogent-sur-oise"
"1139","De 1991 à 2005","804","10","15,9 %","60463","nogent-sur-oise"
"1140","Après 2005","1 101","14","14,3 %","60463","nogent-sur-oise"
"1141","Avant 1919","1 916","14","11,8 %","61001","alencon"
"1142","De 1919 à 1945","1 214","9","8,6 %","61001","alencon"
"1143","De 1946 à 1970","4 711","35","20,8 %","61001","alencon"
"1144","De 1971 à 1990","3 875","28","28,6 %","61001","alencon"
"1145","De 1991 à 2005","890","6","15,9 %","61001","alencon"
"1146","Après 2005","847","6","14,3 %","61001","alencon"
"1147","Avant 1919","1 310","6","11,8 %","62041","arras"
"1148","De 1919 à 1945","2 816","13","8,6 %","62041","arras"
"1149","De 1946 à 1970","7 772","36","20,8 %","62041","arras"
"1150","De 1971 à 1990","4 159","19","28,6 %","62041","arras"
"1151","De 1991 à 2005","2 935","13","15,9 %","62041","arras"
"1152","Après 2005","2 206","10","14,3 %","62041","arras"
"1153","Avant 1919","414","3","11,8 %","62119","bethune"
"1154","De 1919 à 1945","2 054","16","8,6 %","62119","bethune"
"1155","De 1946 à 1970","3 884","31","20,8 %","62119","bethune"
"1156","De 1971 à 1990","2 976","24","28,6 %","62119","bethune"
"1157","De 1991 à 2005","1 853","15","15,9 %","62119","bethune"
"1158","Après 2005","1 105","9","14,3 %","62119","bethune"
"1159","Avant 1919","1 221","6","11,8 %","62160","boulogne-sur-mer"
"1160","De 1919 à 1945","2 233","10","8,6 %","62160","boulogne-sur-mer"
"1161","De 1946 à 1970","9 208","45","20,8 %","62160","boulogne-sur-mer"
"1162","De 1971 à 1990","4 674","22","28,6 %","62160","boulogne-sur-mer"
"1163","De 1991 à 2005","1 553","7","15,9 %","62160","boulogne-sur-mer"
"1164","Après 2005","1 531","7","14,3 %","62160","boulogne-sur-mer"
"1165","Avant 1919","717","7","11,8 %","62178","bruay-la-buissiere"
"1166","De 1919 à 1945","2 149","22","8,6 %","62178","bruay-la-buissiere"
"1167","De 1946 à 1970","2 155","22","20,8 %","62178","bruay-la-buissiere"
"1168","De 1971 à 1990","2 783","28","28,6 %","62178","bruay-la-buissiere"
"1169","De 1991 à 2005","1 343","13","15,9 %","62178","bruay-la-buissiere"
"1170","Après 2005","594","6","14,3 %","62178","bruay-la-buissiere"
"1171","Avant 1919","1 950","6","11,8 %","62193","calais"
"1172","De 1919 à 1945","3 552","11","8,6 %","62193","calais"
"1173","De 1946 à 1970","11 739","36","20,8 %","62193","calais"
"1174","De 1971 à 1990","8 625","27","28,6 %","62193","calais"
"1175","De 1991 à 2005","3 595","11","15,9 %","62193","calais"
"1176","Après 2005","2 359","7","14,3 %","62193","calais"
"1177","Avant 1919","709","6","11,8 %","62427","henin-beaumont"
"1178","De 1919 à 1945","2 383","21","8,6 %","62427","henin-beaumont"
"1179","De 1946 à 1970","2 664","23","20,8 %","62427","henin-beaumont"
"1180","De 1971 à 1990","2 806","25","28,6 %","62427","henin-beaumont"
"1181","De 1991 à 2005","1 200","10","15,9 %","62427","henin-beaumont"
"1182","Après 2005","1 478","13","14,3 %","62427","henin-beaumont"
"1183","Avant 1919","261","1","11,8 %","62498","lens"
"1184","De 1919 à 1945","3 446","22","8,6 %","62498","lens"
"1185","De 1946 à 1970","4 951","32","20,8 %","62498","lens"
"1186","De 1971 à 1990","3 141","20","28,6 %","62498","lens"
"1187","De 1991 à 2005","1 848","12","15,9 %","62498","lens"
"1188","Après 2005","1 578","10","14,3 %","62498","lens"
"1189","Avant 1919","200","1","11,8 %","62510","lievin"
"1190","De 1919 à 1945","2 607","20","8,6 %","62510","lievin"
"1191","De 1946 à 1970","3 509","27","20,8 %","62510","lievin"
"1192","De 1971 à 1990","3 525","27","28,6 %","62510","lievin"
"1193","De 1991 à 2005","1 391","10","15,9 %","62510","lievin"
"1194","Après 2005","1 569","12","14,3 %","62510","lievin"
"1195","Avant 1919","4 954","6","11,8 %","63113","clermont-ferrand"
"1196","De 1919 à 1945","7 423","9","8,6 %","63113","clermont-ferrand"
"1197","De 1946 à 1970","21 708","27","20,8 %","63113","clermont-ferrand"
"1198","De 1971 à 1990","22 615","28","28,6 %","63113","clermont-ferrand"
"1199","De 1991 à 2005","11 860","15","15,9 %","63113","clermont-ferrand"
"1200","Après 2005","9 932","12","14,3 %","63113","clermont-ferrand"
"1201","Avant 1919","278","3","11,8 %","63124","cournon-d-auvergne"
"1202","De 1919 à 1945","134","1","8,6 %","63124","cournon-d-auvergne"
"1203","De 1946 à 1970","1 590","17","20,8 %","63124","cournon-d-auvergne"
"1204","De 1971 à 1990","4 449","47","28,6 %","63124","cournon-d-auvergne"
"1205","De 1991 à 2005","1 145","12","15,9 %","63124","cournon-d-auvergne"
"1206","Après 2005","1 723","18","14,3 %","63124","cournon-d-auvergne"
"1207","Avant 1919","537","2","11,8 %","64024","anglet"
"1208","De 1919 à 1945","1 023","4","8,6 %","64024","anglet"
"1209","De 1946 à 1970","3 941","18","20,8 %","64024","anglet"
"1210","De 1971 à 1990","7 367","34","28,6 %","64024","anglet"
"1211","De 1991 à 2005","3 781","17","15,9 %","64024","anglet"
"1212","Après 2005","4 870","22","14,3 %","64024","anglet"
"1213","Avant 1919","3 640","12","11,8 %","64102","bayonne"
"1214","De 1919 à 1945","2 054","7","8,6 %","64102","bayonne"
"1215","De 1946 à 1970","6 707","23","20,8 %","64102","bayonne"
"1216","De 1971 à 1990","5 182","18","28,6 %","64102","bayonne"
"1217","De 1991 à 2005","3 383","11","15,9 %","64102","bayonne"
"1218","Après 2005","7 468","26","14,3 %","64102","bayonne"
"1219","Avant 1919","2 048","13","11,8 %","64122","biarritz"
"1220","De 1919 à 1945","2 328","15","8,6 %","64122","biarritz"
"1221","De 1946 à 1970","3 679","24","20,8 %","64122","biarritz"
"1222","De 1971 à 1990","4 152","28","28,6 %","64122","biarritz"
"1223","De 1991 à 2005","1 728","11","15,9 %","64122","biarritz"
"1224","Après 2005","870","5","14,3 %","64122","biarritz"
"1225","Avant 1919","2 871","6","11,8 %","64445","pau"
"1226","De 1919 à 1945","2 724","6","8,6 %","64445","pau"
"1227","De 1946 à 1970","12 438","28","20,8 %","64445","pau"
"1228","De 1971 à 1990","14 385","33","28,6 %","64445","pau"
"1229","De 1991 à 2005","6 936","16","15,9 %","64445","pau"
"1230","Après 2005","4 011","9","14,3 %","64445","pau"
"1231","Avant 1919","1 001","4","11,8 %","65440","tarbes"
"1232","De 1919 à 1945","2 212","8","8,6 %","65440","tarbes"
"1233","De 1946 à 1970","9 313","37","20,8 %","65440","tarbes"
"1234","De 1971 à 1990","7 438","30","28,6 %","65440","tarbes"
"1235","De 1991 à 2005","2 890","11","15,9 %","65440","tarbes"
"1236","Après 2005","1 929","7","14,3 %","65440","tarbes"
"1237","Avant 1919","3 885","6","11,8 %","66136","perpignan"
"1238","De 1919 à 1945","5 066","8","8,6 %","66136","perpignan"
"1239","De 1946 à 1970","19 032","32","20,8 %","66136","perpignan"
"1240","De 1971 à 1990","16 176","27","28,6 %","66136","perpignan"
"1241","De 1991 à 2005","7 594","12","15,9 %","66136","perpignan"
"1242","Après 2005","6 965","11","14,3 %","66136","perpignan"
"1243","Avant 1919","750","4","11,8 %","67180","haguenau"
"1244","De 1919 à 1945","1 253","7","8,6 %","67180","haguenau"
"1245","De 1946 à 1970","3 171","19","20,8 %","67180","haguenau"
"1246","De 1971 à 1990","4 586","28","28,6 %","67180","haguenau"
"1247","De 1991 à 2005","4 293","26","15,9 %","67180","haguenau"
"1248","Après 2005","2 239","13","14,3 %","67180","haguenau"
"1249","Avant 1919","509","3","11,8 %","67218","illkirch-graffenstaden"
"1250","De 1919 à 1945","817","6","8,6 %","67218","illkirch-graffenstaden"
"1251","De 1946 à 1970","2 262","17","20,8 %","67218","illkirch-graffenstaden"
"1252","De 1971 à 1990","5 071","38","28,6 %","67218","illkirch-graffenstaden"
"1253","De 1991 à 2005","2 994","22","15,9 %","67218","illkirch-graffenstaden"
"1254","Après 2005","1 413","10","14,3 %","67218","illkirch-graffenstaden"
"1255","Avant 1919","152","1","11,8 %","67267","lingolsheim"
"1256","De 1919 à 1945","552","6","8,6 %","67267","lingolsheim"
"1257","De 1946 à 1970","1 457","16","20,8 %","67267","lingolsheim"
"1258","De 1971 à 1990","3 648","40","28,6 %","67267","lingolsheim"
"1259","De 1991 à 2005","1 120","12","15,9 %","67267","lingolsheim"
"1260","Après 2005","2 035","22","14,3 %","67267","lingolsheim"
"1261","Avant 1919","1 193","7","11,8 %","67447","schiltigheim"
"1262","De 1919 à 1945","2 681","17","8,6 %","67447","schiltigheim"
"1263","De 1946 à 1970","4 711","30","20,8 %","67447","schiltigheim"
"1264","De 1971 à 1990","3 845","24","28,6 %","67447","schiltigheim"
"1265","De 1991 à 2005","1 868","11","15,9 %","67447","schiltigheim"
"1266","Après 2005","1 402","8","14,3 %","67447","schiltigheim"
"1267","Avant 1919","15 619","11","11,8 %","67482","strasbourg"
"1268","De 1919 à 1945","15 554","11","8,6 %","67482","strasbourg"
"1269","De 1946 à 1970","34 790","25","20,8 %","67482","strasbourg"
"1270","De 1971 à 1990","35 655","25","28,6 %","67482","strasbourg"
"1271","De 1991 à 2005","17 941","13","15,9 %","67482","strasbourg"
"1272","Après 2005","18 781","13","14,3 %","67482","strasbourg"
"1273","Avant 1919","2 953","9","11,8 %","68066","colmar"
"1274","De 1919 à 1945","3 204","9","8,6 %","68066","colmar"
"1275","De 1946 à 1970","8 863","27","20,8 %","68066","colmar"
"1276","De 1971 à 1990","9 139","28","28,6 %","68066","colmar"
"1277","De 1991 à 2005","4 342","13","15,9 %","68066","colmar"
"1278","Après 2005","3 721","11","14,3 %","68066","colmar"
"1279","Avant 1919","5 223","10","11,8 %","68224","mulhouse"
"1280","De 1919 à 1945","8 624","18","8,6 %","68224","mulhouse"
"1281","De 1946 à 1970","15 088","31","20,8 %","68224","mulhouse"
"1282","De 1971 à 1990","10 266","21","28,6 %","68224","mulhouse"
"1283","De 1991 à 2005","5 216","10","15,9 %","68224","mulhouse"
"1284","Après 2005","3 326","7","14,3 %","68224","mulhouse"
"1285","Avant 1919","351","3","11,8 %","68297","saint-louis"
"1286","De 1919 à 1945","817","8","8,6 %","68297","saint-louis"
"1287","De 1946 à 1970","2 763","27","20,8 %","68297","saint-louis"
"1288","De 1971 à 1990","3 427","33","28,6 %","68297","saint-louis"
"1289","De 1991 à 2005","1 620","15","15,9 %","68297","saint-louis"
"1290","Après 2005","1 230","12","14,3 %","68297","saint-louis"
"1291","Avant 1919","292","1","11,8 %","69029","bron"
"1292","De 1919 à 1945","1 072","5","8,6 %","69029","bron"
"1293","De 1946 à 1970","6 990","38","20,8 %","69029","bron"
"1294","De 1971 à 1990","3 874","21","28,6 %","69029","bron"
"1295","De 1991 à 2005","2 572","14","15,9 %","69029","bron"
"1296","Après 2005","3 337","18","14,3 %","69029","bron"
"1297","Avant 1919","1 475","7","11,8 %","69034","caluire-et-cuire"
"1298","De 1919 à 1945","1 365","6","8,6 %","69034","caluire-et-cuire"
"1299","De 1946 à 1970","8 000","38","20,8 %","69034","caluire-et-cuire"
"1300","De 1971 à 1990","5 473","26","28,6 %","69034","caluire-et-cuire"
"1301","De 1991 à 2005","2 338","11","15,9 %","69034","caluire-et-cuire"
"1302","Après 2005","2 154","10","14,3 %","69034","caluire-et-cuire"
"1303","Avant 1919","599","7","11,8 %","69091","givors"
"1304","De 1919 à 1945","716","8","8,6 %","69091","givors"
"1305","De 1946 à 1970","2 397","29","20,8 %","69091","givors"
"1306","De 1971 à 1990","2 542","31","28,6 %","69091","givors"
"1307","De 1991 à 2005","798","9","15,9 %","69091","givors"
"1308","Après 2005","1 068","13","14,3 %","69091","givors"
"1309","Avant 1919","40 078","14","11,8 %","69123","lyon"
"1310","De 1919 à 1945","23 609","8","8,6 %","69123","lyon"
"1311","De 1946 à 1970","60 839","22","20,8 %","69123","lyon"
"1312","De 1971 à 1990","61 444","22","28,6 %","69123","lyon"
"1313","De 1991 à 2005","50 351","18","15,9 %","69123","lyon"
"1314","Après 2005","32 172","12","14,3 %","69123","lyon"
"1315","Avant 1919","1 040","5","11,8 %","69149","oullins-pierre-benite"
"1316","De 1919 à 1945","1 755","10","8,6 %","69149","oullins-pierre-benite"
"1317","De 1946 à 1970","5 481","31","20,8 %","69149","oullins-pierre-benite"
"1318","De 1971 à 1990","4 808","27","28,6 %","69149","oullins-pierre-benite"
"1319","De 1991 à 2005","1 924","11","15,9 %","69149","oullins-pierre-benite"
"1320","Après 2005","2 480","14","14,3 %","69149","oullins-pierre-benite"
"1321","Avant 1919","540","5","11,8 %","69202","sainte-foy-les-lyon"
"1322","De 1919 à 1945","402","4","8,6 %","69202","sainte-foy-les-lyon"
"1323","De 1946 à 1970","3 344","33","20,8 %","69202","sainte-foy-les-lyon"
"1324","De 1971 à 1990","3 529","35","28,6 %","69202","sainte-foy-les-lyon"
"1325","De 1991 à 2005","1 195","12","15,9 %","69202","sainte-foy-les-lyon"
"1326","Après 2005","959","9","14,3 %","69202","sainte-foy-les-lyon"
"1327","Avant 1919","478","5","11,8 %","69204","saint-genis-laval"
"1328","De 1919 à 1945","336","3","8,6 %","69204","saint-genis-laval"
"1329","De 1946 à 1970","1 384","15","20,8 %","69204","saint-genis-laval"
"1330","De 1971 à 1990","4 143","45","28,6 %","69204","saint-genis-laval"
"1331","De 1991 à 2005","1 271","13","15,9 %","69204","saint-genis-laval"
"1332","Après 2005","1 500","16","14,3 %","69204","saint-genis-laval"
"1333","Avant 1919","596","5","11,8 %","69244","tassin-la-demi-lune"
"1334","De 1919 à 1945","531","5","8,6 %","69244","tassin-la-demi-lune"
"1335","De 1946 à 1970","2 063","19","20,8 %","69244","tassin-la-demi-lune"
"1336","De 1971 à 1990","2 947","27","28,6 %","69244","tassin-la-demi-lune"
"1337","De 1991 à 2005","1 516","14","15,9 %","69244","tassin-la-demi-lune"
"1338","Après 2005","2 934","27","14,3 %","69244","tassin-la-demi-lune"
"1339","Avant 1919","224","1","11,8 %","69256","vaulx-en-velin"
"1340","De 1919 à 1945","751","4","8,6 %","69256","vaulx-en-velin"
"1341","De 1946 à 1970","3 765","20","20,8 %","69256","vaulx-en-velin"
"1342","De 1971 à 1990","6 708","36","28,6 %","69256","vaulx-en-velin"
"1343","De 1991 à 2005","2 040","11","15,9 %","69256","vaulx-en-velin"
"1344","Après 2005","4 778","26","14,3 %","69256","vaulx-en-velin"
"1345","Avant 1919","312","1","11,8 %","69259","venissieux"
"1346","De 1919 à 1945","878","3","8,6 %","69259","venissieux"
"1347","De 1946 à 1970","11 364","42","20,8 %","69259","venissieux"
"1348","De 1971 à 1990","6 823","25","28,6 %","69259","venissieux"
"1349","De 1991 à 2005","1 838","6","15,9 %","69259","venissieux"
"1350","Après 2005","5 667","21","14,3 %","69259","venissieux"
"1351","Avant 1919","1 371","8","11,8 %","69264","villefranche-sur-saone"
"1352","De 1919 à 1945","1 322","7","8,6 %","69264","villefranche-sur-saone"
"1353","De 1946 à 1970","3 900","22","20,8 %","69264","villefranche-sur-saone"
"1354","De 1971 à 1990","4 642","27","28,6 %","69264","villefranche-sur-saone"
"1355","De 1991 à 2005","2 775","16","15,9 %","69264","villefranche-sur-saone"
"1356","Après 2005","3 136","18","14,3 %","69264","villefranche-sur-saone"
"1357","Avant 1919","1 863","2","11,8 %","69266","villeurbanne"
"1358","De 1919 à 1945","5 388","7","8,6 %","69266","villeurbanne"
"1359","De 1946 à 1970","18 756","24","20,8 %","69266","villeurbanne"
"1360","De 1971 à 1990","21 069","27","28,6 %","69266","villeurbanne"
"1361","De 1991 à 2005","17 842","23","15,9 %","69266","villeurbanne"
"1362","Après 2005","12 443","16","14,3 %","69266","villeurbanne"
"1363","Avant 1919","157","1","11,8 %","69275","decines-charpieu"
"1364","De 1919 à 1945","471","3","8,6 %","69275","decines-charpieu"
"1365","De 1946 à 1970","2 856","23","20,8 %","69275","decines-charpieu"
"1366","De 1971 à 1990","4 666","38","28,6 %","69275","decines-charpieu"
"1367","De 1991 à 2005","1 667","13","15,9 %","69275","decines-charpieu"
"1368","Après 2005","2 459","20","14,3 %","69275","decines-charpieu"
"1369","Avant 1919","176","1","11,8 %","69282","meyzieu"
"1370","De 1919 à 1945","121","0","8,6 %","69282","meyzieu"
"1371","De 1946 à 1970","2 592","18","20,8 %","69282","meyzieu"
"1372","De 1971 à 1990","5 667","40","28,6 %","69282","meyzieu"
"1373","De 1991 à 2005","1 822","13","15,9 %","69282","meyzieu"
"1374","Après 2005","3 546","25","14,3 %","69282","meyzieu"
"1375","Avant 1919","251","2","11,8 %","69286","rillieux-la-pape"
"1376","De 1919 à 1945","461","3","8,6 %","69286","rillieux-la-pape"
"1377","De 1946 à 1970","4 622","38","20,8 %","69286","rillieux-la-pape"
"1378","De 1971 à 1990","4 143","34","28,6 %","69286","rillieux-la-pape"
"1379","De 1991 à 2005","1 019","8","15,9 %","69286","rillieux-la-pape"
"1380","Après 2005","1 512","12","14,3 %","69286","rillieux-la-pape"
"1381","Avant 1919","460","2","11,8 %","69290","saint-priest"
