Catégorie socioprofessionnelle,2010,%,2015,%.1,2021,%.2,code_insee,Ville
Ouvriers,17737,"9,9",15902,"8,6",15972,"8,2",35238,rennes
Retraités,34831,"19,4",35646,"19,3",34675,"17,9",35238,rennes
Autres personnes sans activité professionnelle,46874,"26,1",49968,"27,1",51644,"26,6",35238,rennes
Ensemble,39789,"100,0",39934,"100,0",42009,"100,0",35288,saint-malo
Agriculteurs exploitants,84,"0,2",47,"0,1",45,"0,1",35288,saint-malo
"Artisans, commerçants, chefs d'entreprise",1485,"3,7",1358,"3,4",1527,"3,6",35288,saint-malo
Cadres et professions intellectuelles supérieures,2540,"6,4",2751,"6,9",3240,"7,7",35288,saint-malo
Professions intermédiaires,4346,"10,9",4500,"11,3",4750,"11,3",35288,saint-malo
Employés,6563,"16,5",5790,"14,5",5833,"13,9",35288,saint-malo
Ouvriers,3993,"10,0",4011,"10,0",3728,"8,9",35288,saint-malo
Retraités,14742,"37,0",15662,"39,2",17221,"41,0",35288,saint-malo
Autres personnes sans activité professionnelle,6038,"15,2",5815,"14,6",5665,"13,5",35288,saint-malo
Ensemble,38769,"100,0",36497,"100,0",35914,"100,0",36044,chateauroux
Agriculteurs exploitants,65,"0,2",29,"0,1",43,"0,1",36044,chateauroux
"Artisans, commerçants, chefs d'entreprise",849,"2,2",784,"2,1",805,"2,2",36044,chateauroux
Cadres et professions intellectuelles supérieures,2407,"6,2",2451,"6,7",2508,"7,0",36044,chateauroux
Professions intermédiaires,4849,"12,5",4671,"12,8",4657,"13,0",36044,chateauroux
Employés,7151,"18,4",6342,"17,4",5903,"16,4",36044,chateauroux
Ouvriers,5804,"15,0",4883,"13,4",4131,"11,5",36044,chateauroux
Retraités,11758,"30,3",11631,"31,9",11684,"32,5",36044,chateauroux
Autres personnes sans activité professionnelle,5886,"15,2",5707,"15,6",6182,"17,2",36044,chateauroux
Ensemble,29936,"100,0",30638,"100,0",31891,"100,0",37122,joue-les-tours
Agriculteurs exploitants,35,"0,1",22,"0,1",24,"0,1",37122,joue-les-tours
"Artisans, commerçants, chefs d'entreprise",594,"2,0",587,"1,9",791,"2,5",37122,joue-les-tours
Cadres et professions intellectuelles supérieures,1844,"6,2",1944,"6,3",2310,"7,2",37122,joue-les-tours
Professions intermédiaires,4268,"14,3",4322,"14,1",4630,"14,5",37122,joue-les-tours
Employés,5429,"18,1",5356,"17,5",5388,"16,9",37122,joue-les-tours
Ouvriers,4167,"13,9",3901,"12,7",3744,"11,7",37122,joue-les-tours
Retraités,9095,"30,4",9774,"31,9",9447,"29,6",37122,joue-les-tours
Autres personnes sans activité professionnelle,4505,"15,0",4732,"15,4",5558,"17,4",37122,joue-les-tours
Ensemble,115692,"100,0",116174,"100,0",118492,"100,0",37261,tours
Agriculteurs exploitants,38,"0,0",33,"0,0",42,"0,0",37261,tours
"Artisans, commerçants, chefs d'entreprise",2389,"2,1",2656,"2,3",2690,"2,3",37261,tours
Cadres et professions intellectuelles supérieures,11268,"9,7",12835,"11,0",14602,"12,3",37261,tours
Professions intermédiaires,16872,"14,6",16268,"14,0",18172,"15,3",37261,tours
Employés,19285,"16,7",18974,"16,3",18620,"15,7",37261,tours
Ouvriers,12634,"10,9",12051,"10,4",11036,"9,3",37261,tours
Retraités,27022,"23,4",27778,"23,9",26664,"22,5",37261,tours
Autres personnes sans activité professionnelle,26182,"22,6",25579,"22,0",26665,"22,5",37261,tours
Ensemble,21152,"100,0",22312,"100,0",23885,"100,0",38053,bourgoin-jallieu
Agriculteurs exploitants,6,"0,0",25,"0,1",10,"0,0",38053,bourgoin-jallieu
"Artisans, commerçants, chefs d'entreprise",487,"2,3",653,"2,9",753,"3,2",38053,bourgoin-jallieu
Cadres et professions intellectuelles supérieures,1487,"7,0",1672,"7,5",1853,"7,8",38053,bourgoin-jallieu
Professions intermédiaires,3153,"14,9",3249,"14,6",3604,"15,1",38053,bourgoin-jallieu
Employés,3543,"16,8",3717,"16,7",4074,"17,1",38053,bourgoin-jallieu
Ouvriers,3651,"17,3",3543,"15,9",3791,"15,9",38053,bourgoin-jallieu
Retraités,5378,"25,4",5949,"26,7",5539,"23,2",38053,bourgoin-jallieu
Autres personnes sans activité professionnelle,3448,"16,3",3505,"15,7",4261,"17,8",38053,bourgoin-jallieu
Ensemble,28406,"100,0",28169,"100,0",29142,"100,0",38151,echirolles
Agriculteurs exploitants,3,"0,0",0,"0,0",12,"0,0",38151,echirolles
"Artisans, commerçants, chefs d'entreprise",674,"2,4",676,"2,4",746,"2,6",38151,echirolles
Cadres et professions intellectuelles supérieures,2105,"7,4",1892,"6,7",1709,"5,9",38151,echirolles
Professions intermédiaires,4132,"14,5",3633,"12,9",3493,"12,0",38151,echirolles
Employés,5070,"17,8",5386,"19,1",5317,"18,2",38151,echirolles
Ouvriers,4159,"14,6",3847,"13,7",4263,"14,6",38151,echirolles
Retraités,7521,"26,5",7549,"26,8",7156,"24,6",38151,echirolles
Autres personnes sans activité professionnelle,4740,"16,7",5185,"18,4",6447,"22,1",38151,echirolles
Ensemble,18312,"100,0",18589,"100,0",18909,"100,0",38169,fontaine
Agriculteurs exploitants,6,"0,0",18,"0,1",4,"0,0",38169,fontaine
"Artisans, commerçants, chefs d'entreprise",484,"2,6",437,"2,4",562,"3,0",38169,fontaine
Cadres et professions intellectuelles supérieures,1338,"7,3",1709,"9,2",1929,"10,2",38169,fontaine
Professions intermédiaires,2646,"14,5",2785,"15,0",2712,"14,3",38169,fontaine
Employés,3376,"18,4",3481,"18,7",3242,"17,1",38169,fontaine
Ouvriers,3020,"16,5",2572,"13,8",2534,"13,4",38169,fontaine
Retraités,4479,"24,5",4691,"25,2",4767,"25,2",38169,fontaine
Autres personnes sans activité professionnelle,2963,"16,2",2894,"15,6",3160,"16,7",38169,fontaine
Ensemble,133237,"100,0",135721,"100,0",134238,"100,0",38185,grenoble
Agriculteurs exploitants,31,"0,0",34,"0,0",24,"0,0",38185,grenoble
"Artisans, commerçants, chefs d'entreprise",3131,"2,4",3037,"2,2",3231,"2,4",38185,grenoble
Cadres et professions intellectuelles supérieures,20793,"15,6",22915,"16,9",24794,"18,5",38185,grenoble
Professions intermédiaires,19886,"14,9",20598,"15,2",19835,"14,8",38185,grenoble
Employés,19269,"14,5",19314,"14,2",18325,"13,7",38185,grenoble
Ouvriers,11683,"8,8",11057,"8,1",9721,"7,2",38185,grenoble
Retraités,26633,"20,0",27142,"20,0",24148,"18,0",38185,grenoble
Autres personnes sans activité professionnelle,31810,"23,9",31625,"23,3",34160,"25,4",38185,grenoble
Ensemble,30465,"100,0",32158,"100,0",32562,"100,0",38421,saint-martin-d-heres
Agriculteurs exploitants,7,"0,0",13,"0,0",8,"0,0",38421,saint-martin-d-heres
"Artisans, commerçants, chefs d'entreprise",537,"1,8",652,"2,0",678,"2,1",38421,saint-martin-d-heres
Cadres et professions intellectuelles supérieures,2644,"8,7",2935,"9,1",3197,"9,8",38421,saint-martin-d-heres
Professions intermédiaires,3968,"13,0",4158,"12,9",4425,"13,6",38421,saint-martin-d-heres
Employés,4752,"15,6",5107,"15,9",5295,"16,3",38421,saint-martin-d-heres
Ouvriers,3917,"12,9",3710,"11,5",3559,"10,9",38421,saint-martin-d-heres
Retraités,5426,"17,8",5668,"17,6",4975,"15,3",38421,saint-martin-d-heres
Autres personnes sans activité professionnelle,9214,"30,2",9914,"30,8",10427,"32,0",38421,saint-martin-d-heres
Ensemble,24042,"100,0",23742,"100,0",25687,"100,0",38544,vienne
Agriculteurs exploitants,38,"0,2",22,"0,1",14,"0,1",38544,vienne
"Artisans, commerçants, chefs d'entreprise",716,"3,0",838,"3,5",872,"3,4",38544,vienne
Cadres et professions intellectuelles supérieures,1795,"7,5",1970,"8,3",2601,"10,1",38544,vienne
Professions intermédiaires,3641,"15,1",3698,"15,6",4212,"16,4",38544,vienne
Employés,3764,"15,7",3645,"15,4",3650,"14,2",38544,vienne
Ouvriers,3497,"14,5",2873,"12,1",3322,"12,9",38544,vienne
Retraités,6449,"26,8",6779,"28,6",6291,"24,5",38544,vienne
Autres personnes sans activité professionnelle,4141,"17,2",3917,"16,5",4726,"18,4",38544,vienne
Ensemble,16592,"100,0",16881,"100,0",17484,"100,0",38563,voiron
Agriculteurs exploitants,30,"0,2",30,"0,2",16,"0,1",38563,voiron
"Artisans, commerçants, chefs d'entreprise",468,"2,8",464,"2,7",554,"3,2",38563,voiron
Cadres et professions intellectuelles supérieures,1531,"9,2",1679,"9,9",2021,"11,6",38563,voiron
Professions intermédiaires,2583,"15,6",2555,"15,1",2771,"15,9",38563,voiron
Employés,2502,"15,1",2509,"14,9",2470,"14,1",38563,voiron
Ouvriers,2281,"13,7",1781,"10,6",1936,"11,1",38563,voiron
Retraités,4889,"29,5",5327,"31,6",5193,"29,7",38563,voiron
Autres personnes sans activité professionnelle,2309,"13,9",2535,"15,0",2522,"14,4",38563,voiron
Ensemble,20510,"100,0",19426,"100,0",19972,"100,0",39198,dole
Agriculteurs exploitants,24,"0,1",17,"0,1",12,"0,1",39198,dole
"Artisans, commerçants, chefs d'entreprise",517,"2,5",565,"2,9",585,"2,9",39198,dole
Cadres et professions intellectuelles supérieures,1090,"5,3",1102,"5,7",1515,"7,6",39198,dole
Professions intermédiaires,2412,"11,8",2429,"12,5",2586,"12,9",39198,dole
Employés,3225,"15,7",3019,"15,5",2676,"13,4",39198,dole
Ouvriers,3129,"15,3",2593,"13,3",2358,"11,8",39198,dole
Retraités,6192,"30,2",6145,"31,6",6786,"34,0",39198,dole
Autres personnes sans activité professionnelle,3920,"19,1",3555,"18,3",3454,"17,3",39198,dole
Ensemble,18022,"100,0",18168,"100,0",18976,"100,0",40088,dax
Agriculteurs exploitants,21,"0,1",30,"0,2",13,"0,1",40088,dax
"Artisans, commerçants, chefs d'entreprise",623,"3,5",540,"3,0",703,"3,7",40088,dax
Cadres et professions intellectuelles supérieures,874,"4,8",834,"4,6",1048,"5,5",40088,dax
Professions intermédiaires,1894,"10,5",1904,"10,5",2202,"11,6",40088,dax
Employés,3117,"17,3",3262,"18,0",2906,"15,3",40088,dax
Ouvriers,2526,"14,0",2526,"13,9",2292,"12,1",40088,dax
Retraités,6303,"35,0",6378,"35,1",6990,"36,8",40088,dax
Autres personnes sans activité professionnelle,2664,"14,8",2694,"14,8",2822,"14,9",40088,dax
Ensemble,26268,"100,0",26117,"100,0",26502,"100,0",40192,mont-de-marsan
Agriculteurs exploitants,28,"0,1",38,"0,1",34,"0,1",40192,mont-de-marsan
"Artisans, commerçants, chefs d'entreprise",558,"2,1",722,"2,8",797,"3,0",40192,mont-de-marsan
Cadres et professions intellectuelles supérieures,1751,"6,7",1703,"6,5",1747,"6,6",40192,mont-de-marsan
Professions intermédiaires,3518,"13,4",3549,"13,6",3753,"14,2",40192,mont-de-marsan
Employés,5442,"20,7",5010,"19,2",4750,"17,9",40192,mont-de-marsan
Ouvriers,3150,"12,0",2988,"11,4",2842,"10,7",40192,mont-de-marsan
Retraités,6924,"26,4",7471,"28,6",7565,"28,5",40192,mont-de-marsan
Autres personnes sans activité professionnelle,4896,"18,6",4635,"17,7",5015,"18,9",40192,mont-de-marsan
Ensemble,38435,"100,0",37466,"100,0",37959,"100,0",41018,blois
Agriculteurs exploitants,33,"0,1",22,"0,1",50,"0,1",41018,blois
"Artisans, commerçants, chefs d'entreprise",804,"2,1",817,"2,2",980,"2,6",41018,blois
Cadres et professions intellectuelles supérieures,2967,"7,7",3060,"8,2",3216,"8,5",41018,blois
Professions intermédiaires,4758,"12,4",4756,"12,7",4690,"12,4",41018,blois
Employés,6389,"16,6",5902,"15,8",5440,"14,3",41018,blois
Ouvriers,5704,"14,8",5344,"14,3",4991,"13,1",41018,blois
Retraités,10207,"26,6",10176,"27,2",10413,"27,4",41018,blois
Autres personnes sans activité professionnelle,7575,"19,7",7389,"19,7",8180,"21,5",41018,blois
Ensemble,31401,"100,0",29521,"100,0",30193,"100,0",42187,roanne
Agriculteurs exploitants,6,"0,0",15,"0,1",12,"0,0",42187,roanne
"Artisans, commerçants, chefs d'entreprise",821,"2,6",778,"2,6",833,"2,8",42187,roanne
Cadres et professions intellectuelles supérieures,1380,"4,4",1274,"4,3",1656,"5,5",42187,roanne
Professions intermédiaires,3006,"9,6",2954,"10,0",3465,"11,5",42187,roanne
Employés,5046,"16,1",4640,"15,7",4173,"13,8",42187,roanne
Ouvriers,4840,"15,4",4242,"14,4",3741,"12,4",42187,roanne
Retraités,10719,"34,1",10142,"34,4",9942,"32,9",42187,roanne
Autres personnes sans activité professionnelle,5582,"17,8",5475,"18,5",6371,"21,1",42187,roanne
Ensemble,28942,"100,0",28586,"100,0",28716,"100,0",42207,saint-chamond
Agriculteurs exploitants,105,"0,4",72,"0,3",42,"0,1",42207,saint-chamond
"Artisans, commerçants, chefs d'entreprise",904,"3,1",817,"2,9",865,"3,0",42207,saint-chamond
Cadres et professions intellectuelles supérieures,1220,"4,2",1365,"4,8",1531,"5,3",42207,saint-chamond
Professions intermédiaires,3425,"11,8",3381,"11,8",3476,"12,1",42207,saint-chamond
Employés,4655,"16,1",4496,"15,7",4446,"15,5",42207,saint-chamond
Ouvriers,4599,"15,9",4204,"14,7",4091,"14,2",42207,saint-chamond
Retraités,8887,"30,7",9125,"31,9",8353,"29,1",42207,saint-chamond
Autres personnes sans activité professionnelle,5148,"17,8",5127,"17,9",5912,"20,6",42207,saint-chamond
Ensemble,143516,"100,0",141928,"100,0",142853,"100,0",42218,saint-etienne
Agriculteurs exploitants,46,"0,0",39,"0,0",46,"0,0",42218,saint-etienne
"Artisans, commerçants, chefs d'entreprise",3488,"2,4",3784,"2,7",3650,"2,6",42218,saint-etienne
Cadres et professions intellectuelles supérieures,9572,"6,7",10270,"7,2",11369,"8,0",42218,saint-etienne
Professions intermédiaires,18310,"12,8",17657,"12,4",17942,"12,6",42218,saint-etienne
Employés,21902,"15,3",20931,"14,7",21248,"14,9",42218,saint-etienne
Ouvriers,18660,"13,0",17864,"12,6",17903,"12,5",42218,saint-etienne
Retraités,41131,"28,7",39830,"28,1",35201,"24,6",42218,saint-etienne
Autres personnes sans activité professionnelle,30408,"21,2",31552,"22,2",35495,"24,8",42218,saint-etienne
Ensemble,14502,"100,0",14963,"100,0",16480,"100,0",44020,bouguenais
Agriculteurs exploitants,28,"0,2",21,"0,1",1,"0,0",44020,bouguenais
"Artisans, commerçants, chefs d'entreprise",403,"2,8",416,"2,8",590,"3,6",44020,bouguenais
Cadres et professions intellectuelles supérieures,1117,"7,7",1450,"9,7",1854,"11,2",44020,bouguenais
Professions intermédiaires,2416,"16,7",2692,"18,0",3115,"18,9",44020,bouguenais
Employés,2549,"17,6",2646,"17,7",2727,"16,5",44020,bouguenais
Ouvriers,2119,"14,6",1801,"12,0",1786,"10,8",44020,bouguenais
Retraités,3615,"24,9",3931,"26,3",4034,"24,5",44020,bouguenais
Autres personnes sans activité professionnelle,2255,"15,5",2005,"13,4",2373,"14,4",44020,bouguenais
Ensemble,14449,"100,0",15700,"100,0",17018,"100,0",44026,carquefou
Agriculteurs exploitants,73,"0,5",58,"0,4",45,"0,3",44026,carquefou
"Artisans, commerçants, chefs d'entreprise",362,"2,5",505,"3,2",616,"3,6",44026,carquefou
Cadres et professions intellectuelles supérieures,2240,"15,5",2348,"15,0",3085,"18,1",44026,carquefou
Professions intermédiaires,2401,"16,6",2553,"16,3",2707,"15,9",44026,carquefou
Employés,2154,"14,9",2076,"13,2",2123,"12,5",44026,carquefou
Ouvriers,1273,"8,8",1345,"8,6",1226,"7,2",44026,carquefou
Retraités,3063,"21,2",3787,"24,1",4306,"25,3",44026,carquefou
Autres personnes sans activité professionnelle,2883,"20,0",3027,"19,3",2911,"17,1",44026,carquefou
Ensemble,13795,"100,0",15279,"100,0",16489,"100,0",44035,la-chapelle-sur-erdre
Agriculteurs exploitants,23,"0,2",35,"0,2",25,"0,2",44035,la-chapelle-sur-erdre
"Artisans, commerçants, chefs d'entreprise",366,"2,7",509,"3,3",490,"3,0",44035,la-chapelle-sur-erdre
Cadres et professions intellectuelles supérieures,2339,"17,0",2737,"17,9",3452,"20,9",44035,la-chapelle-sur-erdre
Professions intermédiaires,2593,"18,8",2840,"18,6",2810,"17,0",44035,la-chapelle-sur-erdre
Employés,1991,"14,4",2096,"13,7",2066,"12,5",44035,la-chapelle-sur-erdre
Ouvriers,997,"7,2",1009,"6,6",1032,"6,3",44035,la-chapelle-sur-erdre
Retraités,3408,"24,7",4052,"26,5",4416,"26,8",44035,la-chapelle-sur-erdre
Autres personnes sans activité professionnelle,2077,"15,1",2002,"13,1",2199,"13,3",44035,la-chapelle-sur-erdre
Ensemble,14739,"100,0",16475,"100,0",18426,"100,0",44047,coueron
Agriculteurs exploitants,61,"0,4",46,"0,3",53,"0,3",44047,coueron
"Artisans, commerçants, chefs d'entreprise",465,"3,2",532,"3,2",619,"3,4",44047,coueron
Cadres et professions intellectuelles supérieures,1115,"7,6",1668,"10,1",2326,"12,6",44047,coueron
Professions intermédiaires,2345,"15,9",2893,"17,6",3574,"19,4",44047,coueron
Employés,2682,"18,2",2819,"17,1",3141,"17,0",44047,coueron
Ouvriers,2150,"14,6",2154,"13,1",2257,"12,2",44047,coueron
Retraités,3864,"26,2",4262,"25,9",4185,"22,7",44047,coueron
Autres personnes sans activité professionnelle,2056,"14,0",2100,"12,7",2272,"12,3",44047,coueron
Ensemble,240296,"100,0",255146,"100,0",270828,"100,0",44109,nantes
Agriculteurs exploitants,99,"0,0",66,"0,0",68,"0,0",44109,nantes
"Artisans, commerçants, chefs d'entreprise",5713,"2,4",6981,"2,7",7884,"2,9",44109,nantes
Cadres et professions intellectuelles supérieures,33736,"14,0",40915,"16,0",52432,"19,4",44109,nantes
Professions intermédiaires,39820,"16,6",43235,"16,9",44493,"16,4",44109,nantes
Employés,37519,"15,6",37133,"14,6",37831,"14,0",44109,nantes
Ouvriers,23716,"9,9",21890,"8,6",21632,"8,0",44109,nantes
Retraités,47626,"19,8",49102,"19,2",48738,"18,0",44109,nantes
Autres personnes sans activité professionnelle,52068,"21,7",55824,"21,9",57749,"21,3",44109,nantes
Ensemble,20379,"100,0",20927,"100,0",22657,"100,0",44114,orvault
Agriculteurs exploitants,31,"0,2",23,"0,1",44,"0,2",44114,orvault
"Artisans, commerçants, chefs d'entreprise",545,"2,7",651,"3,1",701,"3,1",44114,orvault
Cadres et professions intellectuelles supérieures,2931,"14,4",3184,"15,2",3916,"17,3",44114,orvault
Professions intermédiaires,3182,"15,6",3698,"17,7",3578,"15,8",44114,orvault
Employés,2958,"14,5",2736,"13,1",2895,"12,8",44114,orvault
Ouvriers,1471,"7,2",1319,"6,3",1505,"6,6",44114,orvault
Retraités,6035,"29,6",6423,"30,7",6374,"28,1",44114,orvault
Autres personnes sans activité professionnelle,3226,"15,8",2893,"13,8",3645,"16,1",44114,orvault
Ensemble,31468,"100,0",32279,"100,0",35236,"100,0",44143,reze
Agriculteurs exploitants,20,"0,1",33,"0,1",26,"0,1",44143,reze
"Artisans, commerçants, chefs d'entreprise",666,"2,1",825,"2,6",1021,"2,9",44143,reze
Cadres et professions intellectuelles supérieures,3063,"9,7",3483,"10,8",4975,"14,1",44143,reze
Professions intermédiaires,5732,"18,2",5816,"18,0",7032,"20,0",44143,reze
Employés,5373,"17,1",5228,"16,2",5215,"14,8",44143,reze
Ouvriers,3793,"12,1",3537,"11,0",3416,"9,7",44143,reze
Retraités,8661,"27,5",8589,"26,6",8529,"24,2",44143,reze
Autres personnes sans activité professionnelle,4159,"13,2",4767,"14,8",5022,"14,3",44143,reze
Ensemble,35149,"100,0",37087,"100,0",40696,"100,0",44162,saint-herblain
Agriculteurs exploitants,12,"0,0",29,"0,1",10,"0,0",44162,saint-herblain
"Artisans, commerçants, chefs d'entreprise",769,"2,2",926,"2,5",1009,"2,5",44162,saint-herblain
Cadres et professions intellectuelles supérieures,2950,"8,4",3774,"10,2",5343,"13,1",44162,saint-herblain
Professions intermédiaires,5949,"16,9",5888,"15,9",7381,"18,1",44162,saint-herblain
Employés,6241,"17,8",6615,"17,8",6449,"15,8",44162,saint-herblain
Ouvriers,4237,"12,1",4408,"11,9",4310,"10,6",44162,saint-herblain
Retraités,9732,"27,7",9791,"26,4",9762,"24,0",44162,saint-herblain
Autres personnes sans activité professionnelle,5260,"15,0",5655,"15,2",6431,"15,8",44162,saint-herblain
Ensemble,55937,"100,0",57803,"100,0",60519,"100,0",44184,saint-nazaire
Agriculteurs exploitants,28,"0,0",39,"0,1",61,"0,1",44184,saint-nazaire
"Artisans, commerçants, chefs d'entreprise",1205,"2,2",1419,"2,5",1567,"2,6",44184,saint-nazaire
Cadres et professions intellectuelles supérieures,3101,"5,5",3857,"6,7",5291,"8,7",44184,saint-nazaire
Professions intermédiaires,7255,"13,0",7711,"13,3",7923,"13,1",44184,saint-nazaire
Employés,9190,"16,4",9305,"16,1",8526,"14,1",44184,saint-nazaire
Ouvriers,8305,"14,8",7998,"13,8",7674,"12,7",44184,saint-nazaire
Retraités,17526,"31,3",17998,"31,1",19347,"32,0",44184,saint-nazaire
Autres personnes sans activité professionnelle,9327,"16,7",9477,"16,4",10132,"16,7",44184,saint-nazaire
Ensemble,20871,"100,0",21836,"100,0",23537,"100,0",44190,saint-sebastien-sur-loire
Agriculteurs exploitants,7,"0,0",1,"0,0",15,"0,1",44190,saint-sebastien-sur-loire
